acc.date,aircraft_type,operator,location,fatalities,damage
10/6/2020,Boeing 737-4B6 (Sf),AerCaribe Cargo,0,0,Written Off
10/10/2020,Douglas C-54E (Dc-4),Alaska Air Fuel,0,0,Substantial
10/10/2020,Cessna 208B Grand Caravan,Duk Air Travel,0,0,Substantial
10/14/2020,Airbus A320-200,,0,0,None
10/14/2020,Beechcraft 99A Airliner,Freight Runners Express,0,0,Substantial
10/14/2020,Antonov An-32A,AerCaribe Peru,0,0,Written Off
10/16/2020,Britten-Norman Bn-2A-27 Islander,Caroline Islands Air,0,0,Substantial
10/21/2020,Learjet 60,Worldwide Jet Charter Inc,0,0,Substantial
10/22/2020,De Havilland Canada Dhc-6 Twin Otter 300,Trans Maldivian Airways,0,0,Substantial
10/23/2020,Bombardier Dhc-8-402Q Dash 8,Oriental Air Bridge,0,0,Substantial
10/24/2020,Embraer Erj-145Lr,"American Eagle, opb Envoy Air",0,0,Substantial
10/29/2020,Gulfstream American G-1159A Gulfstream Iii,private,3,0,Written Off
10/29/2020,Britten-Norman Bn-2A-26 Islander,St. Bernard Parish Government,0,0,Substantial
10/30/2020,Antonov An-2,private,0,0,Substantial
10/30/2020,Embraer Emb-500 Phenom 100,TRACBEL,0,0,Written Off
10/31/2020,Cessna Ac-208B Combat Caravan,Al Quwwat al Jawwiya al Iraqiya (Iraqi Air Force),2,0,Written Off
11/1/2020,Raytheon Beechjet 400A,Georgia Jet,0,0,Substantial
11/5/2020,Fairchild Sa227-Ac Metro Iii,Dos Mil Aerosistema,0,0,Substantial
11/9/2020,Rockwell Sabreliner 65,private,1,0,Written Off
11/11/2020,British Aerospace Bae-125-800B,private,0,0,Written Off
11/12/2020,British Aerospace 3201 Jetstream 32Ep,SAETA Peru,0,0,Substantial
11/13/2020,Bombardier Crj-701Er,"SkyWest Airlines, opf American Eagle",0,0,None
11/13/2020,Antonov An-124-100,Volga-Dnepr Airlines,0,0,Substantial
11/15/2020,Grumman G-1159 Gulfstream Ii Sp,private,0,0,Written Off
11/16/2020,Atr 72-500 (72-212A),TruJet,0,0,Substantial
11/23/2020,Beechcraft 200 King Air,Air-Glaciers,0,0,Substantial
11/23/2020,De Havilland Canada Dhc-8-314 Dash 8,Voyageur Airways,0,0,Substantial
11/23/2020,De Havilland Canada Dhc-7-110,British Antarctic Survey,0,0,Substantial
11/26/2020,Atr 42-300,Calm Air International,0,0,Substantial
11/28/2020,Embraer Emb-110P1 Bandeirante,Cubana de Aviación,0,0,Substantial
11/30/2020,Cessna 208B Grand Caravan,Royal Bahamas Defence Force,0,0,Substantial
12/1/2020,De Havilland Canada Dhc-6 Vista Liner 300,Air Sanga,0,0,Substantial
12/2/2020,Cessna 551 Citation Ii/Sp,Aviation Star S II LLC,0,0,Substantial
12/2/2020,Boeing 737-529,Air Djibouti,0,0,Substantial
12/5/2020,British Aerospace Bae-125-800A,private,,0,Written Off
12/5/2020,Beechcraft A100 King Air,Airco Aircraft Charters,0,0,Substantial
12/9/2020,Shijiazhuang Y-5B,Xinjiang General Aviation,0,0,Written Off
12/9/2020,Antonov An-2R,private,1,0,Written Off
12/10/2020,Gulfstream Aerospace G-1159A Gulfstream Iii,private,0,0,Written Off
12/13/2020,Eclipse 500,private,0,0,Substantial
12/16/2020,Embraer Emb-500 Phenom 100,Executive Aviation Investors Inc,0,0,Substantial
12/19/2020,British Aerospace Bae-125-700A,private,1,0,Written Off
12/20/2020,Raytheon Hawker 800Xp,Talon Air,0,0,Substantial
12/22/2020,Cessna 525 Citation M2,La Barca Empreendimentos Ltda,0,0,Substantial
12/23/2020,Airbus A320-232,United Airlines,0,0,None
12/30/2020,Cessna 208B Supervan 900,Blue Wing Airlines,0,0,Substantial
1/7/2019,Saab 340B,RAF-AVIA,0,0,Substantial
1/12/2019,Boeing 737-524 (Wl),UTair Aviation,0,0,Substantial
1/12/2019,Canadair Cl-600-2A12 Challenger 601,TW 601-C Investment LLC,0,0,Substantial
1/14/2019,Boeing 707-3J9C,"Saha Air, lsf Islamic Republic of Iran Air Force - IRIAF",15,0,Written Off
1/16/2019,Cessna 208B Grand Caravan,Air Services Limited - ASL,0,0,Substantial
1/18/2019,Boeing 777-212Er,Singapore Airlines,0,0,None
1/21/2019,Aero Modifications Ami Dc-3-65Tp,Priority Air Charter,2,0,Substantial
1/22/2019,Boeing 737-8Lj (Wl),Aeroflot Russian International Airlines,0,0,None
1/23/2019,De Havilland Canada Dhc-8-102 Dash 8,Air Creebec,0,0,Substantial
1/26/2019,Airbus A321-231,Onur Air,0,0,Substantial
1/28/2019,Airbus A320-214 (Wl),Frontier Airlines,0,0,Substantial
1/28/2019,Boeing 727-2B6 Adv. (F),Kalitta Charters,0,0,Substantial
1/28/2019,Atr 72-500 (72-212A),"Air Europa, opb Swiftair",0,0,Substantial
1/29/2019,Beechcraft B200 King Air,Guardian Flight,3,0,Written Off
1/30/2019,Beechcraft 200 Super King Air,Air Tindi,2,0,Written Off
2/3/2019,Boeing 787-8 Dreamliner,United Airlines,0,0,None
2/4/2019,Boeing 737-332,"Tarco Air, opf Sudan Airways",0,0,None
2/5/2019,Boeing 737-823 (Wl),American Airlines,0,0,None
2/8/2019,Airbus A321-251N,Novair,0,0,Substantial
2/8/2019,Convair C-131B Samaritan,Conquest Air Cargo,1,0,Written Off
2/9/2019,Cessna 208 Caravan I,RICO Taxi Aéreo,0,0,Substantial
2/9/2019,Embraer Erj 190Ar (Erj-190-100 Igw),Kenya Airways,0,0,Substantial
2/9/2019,Embraer Erj 190Ar (Erj-190-100 Igw),Kenya Airways,0,0,Substantial
2/11/2019,Raytheon Beechjet 400A,Stein's Aircraft Services,0,0,Substantial
2/13/2019,Embraer Erj-175Lr (Erj-170-200 Lr),"Delta Airlines, opb Compass Airlines",0,0,Minor
2/13/2019,De Havilland Canada Dhc-6 Twin Otter 300,Winair,0,0,None
2/13/2019,Boeing 787-9 Dreamliner,KLM Royal Dutch Airlines,0,0,Minor
2/13/2019,Boeing 747-406M,KLM Royal Dutch Airlines,0,0,Minor
2/17/2019,Boeing 737-832 (Wl),Delta Air Lines,0,0,None
2/23/2019,Boeing 767-375Er (Bcf) (Wl),"Amazon Air, opb Atlas Air",3,0,Written Off
2/24/2019,Boeing 737-8E9 (Wl),Biman Bangladesh Airlines,1,0,Minor
2/25/2019,De Havilland Canada Eo-5C (Dhc-7-102),United States Army,0,0,Substantial
2/26/2019,Gulfstream G200 Galaxy,Silk Way Business Aviation,0,0,Substantial
2/27/2019,Boeing 777-223Er,American Airlines,0,0,None
2/28/2019,Embraer Erj-195Lr (Erj-190-200 Lr),Flybe,0,0,None
3/2/2019,De Havilland Canada Dhc-8-402Q Dash 8,Flybe,0,0,Substantial
3/3/2019,Bombardier Bd-100 Challenger 350,private,0,0,Written Off
3/3/2019,Airbus A320-214 (Wl),Avianca Brasil,0,0,Substantial
3/3/2019,Honda Ha-420 Hondajet,Banyan Jet Service,0,0,Written Off
3/3/2019,Beechcraft 1900D,Tassili Airlines,0,0,Substantial
3/4/2019,Cessna 208B Grand Caravan,Amik Aviation,0,0,Substantial
3/4/2019,Embraer Emb-145Xr,"United Express, opb CommutAir",0,0,Substantial
3/7/2019,Learjet 35A,Baires Fly,0,0,Substantial
3/9/2019,Gulfstream G-Iv,Waffle House Inc.,0,0,Substantial
3/9/2019,Douglas Dc-3,LASER Aéreo Colombia,14,0,Written Off
3/10/2019,Boeing 737-832 (Wl),Delta Air Lines,0,0,Substantial
3/10/2019,Bombardier Crj-900Lr,"PSA Airlines, opf American Eagle",0,0,Substantial
3/10/2019,Bombardier Cl-600-2C10 Regional Jet Crj-702Er,"PSA Airlines, opf American Eagle",0,0,Substantial
3/10/2019,Hawker Siddeley Hs-125-600A,private,1,0,Written Off
3/10/2019,Boeing 737 Max 8,Ethiopian Airlines,157,0,Written Off
3/11/2019,De Havilland Canada Cc-138 Twin Otter (Dhc-6),Royal Canadian Air Force - RCAF,0,0,Substantial
3/12/2019,Beechcraft A100 King Air,Golden Wings Aviation Inc.,0,0,Substantial
3/14/2019,Cessna 650 Citation Iii,RP Sales and Leasing Inc.,0,0,Substantial
3/18/2019,Iai 1124 Westwind,Sundance Airport FBO LLC,2,0,Written Off
3/18/2019,Bombardier Bd-100-1A10 Challenger 300,Berjaya Air,0+1,0,Substantial
3/19/2019,Fokker 100,Iran Air,0,0,Substantial
3/21/2019,Atr 72-500 (72-212A),Afrijet,0,0,Substantial
3/22/2019,Rockwell Sabreliner 60,private,0,0,Written Off
3/23/2019,Airbus A320-232,Wizz Air,0,0,Minor
3/23/2019,Beechcraft B200 Super King Air,Major Blue Air,1,0,Written Off
3/27/2019,Boeing 737-7H4 (Wl),Southwest Airlines,0,0,Substantial
3/27/2019,Antonov An-2,Empresa Nacional de Servicios Aéreos-ENSA,0,0,Substantial
4/3/2019,Airbus A320-214,easyJet,0,0,Minor
4/4/2019,Mcdonnell Douglas Md-88,Delta Air Lines,0,0,Substantial
4/4/2019,De Havilland Canada Dhc-8-402Q Dash 8,Austrian Airlines,0,0,Substantial
4/8/2019,British Aerospace 4100 Jetstream 41,Sky High Aviation Services,0,0,Substantial
4/10/2019,Airbus A321-231 (Wl),American Airlines,0,0,Substantial
4/11/2019,Boeing 737-924Er (Wl),United Airlines,0,0,None
4/13/2019,Rockwell Sabreliner 65,Classic Aviation,3,0,Written Off
4/14/2019,Let L-410Uvp-E20,Summit Air,1+2,0,Written Off
4/16/2019,Bombardier Bd-700-1A11 Global 5000,Luftwaffe,0,0,Substantial
4/16/2019,Pilatus Britten-Norman Bn-2B-27 Islander,Archipiélagos Servicios Aéreos,6,0,Written Off
4/22/2019,Airbus A320-232 (Wl),Thai Smile,0,0,None
4/22/2019,Antonov An-26,Asia Airways,0,0,Substantial
4/23/2019,Cessna 208 Caravan I,private,0,0,Substantial
4/24/2019,Beechcraft B200 Super King Air,Keewatin Air,0,0,Substantial
4/24/2019,Cessna 551 Citation Ii/Sp,private,0,0,Substantial
4/30/2019,Boeing 737-33A (Wl),Jet2,0,0,Substantial
4/30/2019,Boeing 737-73S (Wl),Ryanair,0,0,Substantial
5/2/2019,Boeing 737-8Gj (Wl),T'way Air,0,0,None
5/3/2019,Douglas C-47A-25-Dk (Dc-3C),Buffalo Airways,0,0,Substantial
5/3/2019,Boeing 737-81Q (Wl),Miami Air International,0,0,Substantial
5/4/2019,Antonov An-2R,Voskhod LLC,0,0,Substantial
5/4/2019,Learjet 45,Skyservice Business Aviation,0,0,Unknown
5/5/2019,Canadair Cl-600-2B16 Challenger 601-3A,Compañia de Aviación y Logística Empresarial,13,0,Written Off
5/5/2019,Sukhoi Superjet 100-95B,Aeroflot Russian International Airlines,41,0,Written Off
5/7/2019,Antonov An-2R,private,0,0,Written Off
5/7/2019,De Havilland Canada Dhc-6 Twin Otter 300,Air Inuit,0,0,Substantial
5/8/2019,De Havilland Canada Dhc-8-402Q Dash 8,Biman Bangladesh Airlines,0,0,Written Off
5/10/2019,De Havilland Canada Dhc-8-311 Dash 8,"Air Canada Express, opb Jazz Aviation",0,0,Substantial
5/11/2019,Cessna 208B Supervan 900,Parachutisme Nouvel Air,0,0,Substantial
5/12/2019,Embraer Erj-190Lr,Myanmar National Airlines,0,0,Minor
5/13/2019,Boeing 737-9B5,Korean Air,0,0,None
5/13/2019,De Havilland Canada Dhc-3T Vazar Turbine Otter,Taquan Air,1+5,0,Substantial
5/18/2019,Gulfstream American G-1159 Gulfstream Ii Sp,private,0,0,Written Off
5/22/2019,Cessna S550 Citation S/Ii,private,2,0,Written Off
5/22/2019,Antonov An-2R,private,0,0,Written Off
5/24/2019,Cessna 560 Citation Encore,Jet Sales LLC,1,0,Written Off
5/25/2019,Boeing 737-8H4 (Wl),Southwest Airlines,0,0,None
5/25/2019,Airbus A320-214 (Wl),Batik Air,0,0,None
5/28/2019,Airbus A320-232,Jetblue Airways,0,0,None
5/29/2019,Antonov An-124-100,Libyan Air Cargo,0,0,Written Off
6/3/2019,Antonov An-32,Indian Air Force - IAF,13,0,Written Off
6/7/2019,Antonov An-2T,TSO Ukrayiny,0,0,Substantial
6/9/2019,Boeing 737-924Er (Wl),United Airlines,0,0,Substantial
6/9/2019,Antonov An-2R,Feniks,0,0,Substantial
6/11/2019,Casa C-212 Aviocar 200,EP Aviation,0,0,Substantial
6/13/2019,Beechcraft B200 Super King Air,Unknown,0,0,Written Off
6/15/2019,Atr 42-320,MAP Linhas Aéreas,0,0,Substantial
6/15/2019,Boeing 757-224 (Wl),United Airlines,0,0,Substantial
6/17/2019,Boeing 737-8H4 (Wl),Southwest Airlines,0,0,Substantial
6/17/2019,Cessna 680 Citation Sovereign,Banco Macro,0,0,Substantial
6/18/2019,Airbus A330-243,Hong Kong Airlines,0,0,None
6/20/2019,Antonov An-2R,Navigator,1,0,Written Off
6/21/2019,Basler Bt-67 Turbo 67 (Dc-3T),North Star Air,0,0,Substantial
6/23/2019,Antonov An-2R,Phoenix Air LLC,0,0,Written Off
6/24/2019,Hawker Siddeley Hs-125-400,Unknown,0,0,Written Off
6/26/2019,Rockwell Sabreliner 65,Yankee Dawdle LLC,0,0,Minor
6/27/2019,Cessna 560 Citation V,Mueller Aero Inc,0,0,Minor
6/27/2019,British Aerospace 3212 Jetstream 31,Transmandu,0,0,Written Off
6/27/2019,Antonov An-24Rv,Angara Airlines,2,0,Written Off
6/28/2019,Saab 340A,Western Air,0,0,Substantial
6/29/2019,Cessna 208B Supervan 900,ISR Aviation LLC,0,0,Substantial
6/30/2019,Dassault Falcon 900B,Warren Transportation LLC,0,0,Written Off
6/30/2019,Antonov An-2T,"DOSAAF, Gvardeysky ATSK",0,0,Substantial
6/30/2019,Beechcraft B300 King Air 350I,EE Operations LLC,10,0,Written Off
7/1/2019,Boeing 737-85R,SpiceJet,0,0,Substantial
7/8/2019,Canadair Cl-215-6B11 (Cl-415),Gouvernement du Québec,0,0,Substantial
7/8/2019,Cessna 208B Grand Caravan,Grant Aviation,0,0,Written Off
7/8/2019,Airbus A320-214,Afriqiyah Airways,0,0,Minor
7/9/2019,Antonov An-2,Unknown,0,0,Substantial
7/9/2019,Boeing 737-8K2 (Wl),KLM Royal Dutch Airlines,0,0,Minor
7/9/2019,Airbus A320-214 (Wl),easyJet Europe,0,0,Minor
7/10/2019,Airbus A380-861,Emirates,0,0,None
7/12/2019,Atr 42-500,Sky Express,0,0,Substantial
7/12/2019,Cessna 525 Citationjet,"Omicron Business Services, LLC",0,0,Substantial
7/13/2019,Beechcraft B200 Super King Air,Unknown,0,0,Written Off
7/16/2019,Antonov An-2,Unknown,0,0,Written Off
7/17/2019,Cessna 550 Citation Ii,Avia Jet LLC,0,0,Written Off
7/19/2019,De Havilland Canada Dhc-8-402Q Dash 8,WestJet Encore,0,0,Substantial
7/20/2019,Atr 42-500,Pakistan International Airlines - PIA,0,0,Substantial
7/22/2019,Boeing 767-322Er (Wl),United Airlines,0,0,None
7/23/2019,Boeing 757-324 (Wl),United Airlines,0,0,Substantial
7/23/2019,Boeing 737-36N (Wl),Air Peace,0,0,Substantial
7/24/2019,Boeing 777-333Er,Air Canada,0,0,None
7/25/2019,Ilyushin Il-76Td,Europe Air,1,0,Written Off
7/25/2019,Ilyushin Il-76Td,Europe Air,0,0,Written Off
7/26/2019,Cessna 208 Caravan 675,Seair Seaplanes,4,0,Written Off
7/27/2019,Fairchild Sa227-Ac Metro Iii,Sierra West Airlines,0,0,Substantial
7/30/2019,Avro Rj85,Cobham Aviation Services,0,0,Substantial
7/30/2019,Airbus A319-114,Lufthansa,0,0,Substantial
7/30/2019,Unknown,Fuerza Aérea de Guinea Ecuatorial,0,0,Written Off
7/30/2019,Beechcraft B300 King Air 350I,Pakistan Army Aviation Corps,5+14,0,Written Off
7/31/2019,Douglas Dc-3C,Bush Air Fuel,0,0,Substantial
7/31/2019,Bombardier Crj-900Er,"American Eagle, opb Mesa Airlines",0,0,Substantial
8/1/2019,Douglas C-118A Liftmaster (Dc-6A),Everts Air Cargo,0,0,Substantial
8/2/2019,Airbus A330-243,Thomas Cook Airlines,0,0,Minor
8/2/2019,Shijiazhuang Y-5B(D),Liaoning Star General Aviation,0,0,Substantial
8/2/2019,Boeing 787-8 Dreamliner,Air Canada,0,0,Minor
8/2/2019,Airbus A340-313,Edelweiss Air,0,0,Substantial
8/4/2019,Antonov An-2,DOSAAF Tajikistan,1,0,Written Off
8/5/2019,Airbus A320-232,United Airlines,0,0,Substantial
8/6/2019,Cessna 510 Citation Mustang,private,1,0,Written Off
8/6/2019,Cessna 208B Supervan 900,Alkan Air,2,0,Written Off
8/6/2019,Cessna 208B Grand Caravan,Tropical Air,0,0,Written Off
8/6/2019,Ilyushin Il-76Td,SkyAviatrans,0,0,Written Off
8/6/2019,Cessna 560Xls+ Citation Xls+,Aerowest,0,0,Written Off
8/7/2019,British Aerospace 3201 Jetstream 32,SARPA - Servicios Aéreos Panamericanos,0,0,Substantial
8/7/2019,Hs-125/Bae-125,unknown,0,0,Written Off
8/8/2019,Airbus A320-232,Jetblue Airways,0,0,None
8/8/2019,Bombardier Cl-600-2B16 Challenger 604,Netjets,0,0,None
8/8/2019,Airbus A321-211 (Wl),Frontier Airlines,0,0,Substantial
8/10/2019,Canadair Cl-600-2B16 Challenger 601,private,0,0,Substantial
8/12/2019,Boeing 787-9 Dreamliner,Norwegian Air UK,0,0,Minor
8/14/2019,De Havilland Canada Dhc-6 Twin Otter 200,Fuerza Aérea Argentina - FAA,0,0,Substantial
8/14/2019,Beechcraft Super King Air,Unknown,0,0,Written Off
8/15/2019,Boeing 787-8 Dreamliner,All Nippon Airways - ANA,0,0,None
8/15/2019,De Havilland Canada Dhc-6 Twin Otter 300,Berry Aviation,0,0,Substantial
8/15/2019,Cessna 680A Citation Latitude,JRM Air LLC,0,0,Written Off
8/15/2019,Airbus A321-211,Ural Airlines,0,0,Substantial
8/16/2019,De Havilland Canada Dhc-8-200,SafariLink,0,0,Substantial
8/18/2019,Cessna 208B Grand Caravan Ex,Mokulele Airlines,0,0,Substantial
8/18/2019,Boeing 757-251 (Wl),Delta Air Lines,0,0,Substantial
8/21/2019,Airbus A340-642,Virgin Atlantic Airways,0,0,None
8/21/2019,Cessna 750 Citation X,Fuerza Aérea Venezolana - FAV,0,0,Written Off
8/21/2019,Cessna 208B Super Cargomaster,Morningstar Air Express,0,0,Substantial
8/21/2019,Cessna 560Xl Citation Excel,Delta Private Jets,0,0,Written Off
8/22/2019,Airbus A380-861,Emirates,0,0,Substantial
8/23/2019,Antonov An-2T,Club Tiroler Adler,0,0,Substantial
8/25/2019,Lockheed C-130A Hercules,International Air Response,0,0,Substantial
8/26/2019,Mcdonnell Douglas Md-88,Delta Air Lines,0,0,None
8/27/2019,Airbus A320-251N,Frontier Airlines,0,0,None
8/27/2019,Airbus A330-343,Air China,0,0,Substantial
8/27/2019,Cessna 560Xl Citation Excel,Air Charter Services,0,0,Written Off
8/28/2019,Cessna 525 Citationjet Cj1+,Lenox Handels und Speditions GmbH,0,0,Substantial
8/28/2019,Antonov An-2R,private,0,0,Substantial
8/30/2019,Antonov An-2R,private,2,0,Written Off
8/31/2019,Cessna 510 Citation Mustang,Star Jet LLC,0,0,Substantial
9/1/2019,Airbus A330-202,Libyan Airlines,0,0,Minor
9/1/2019,Beechcraft B300 King Air 350,Lionair Inc.,9,0,Written Off
9/2/2019,British Aerospace Bae-125-700A,private,2,0,Written Off
9/5/2019,Cessna 560Xls+ Citation Xls+,Jet 24 GmbH,0,0,Substantial
9/6/2019,Airbus A319-132,Spirit Airlines,0,0,None
9/7/2019,Atr 72-600 (72-212A),"Regional Express Américas, opf Avianca",0,0,Substantial
9/9/2019,Airbus A319-112,Eurowings,0,0,None
9/11/2019,Bombardier Crj-701Er,"Skywest Airlines, opf American Eagle",0,0,Substantial
9/11/2019,Bombardier Crj-701Er,"Skywest Airlines, opf American Eagle",0,0,Substantial
9/11/2019,British Aerospace Bae-125-700A,private,0,0,Unknown
9/11/2019,Cessna 208 Supervan 900,GoJump,1,0,Written Off
9/11/2019,Convair Cv-440,Ferreteria e Implementos San Francisco,2,0,Written Off
9/16/2019,Cessna 208B Grand Caravan,TwoFlex,0,0,Written Off
9/18/2019,Britten-Norman Bn-2A-21 Islander,Caroline Islands Air,0,0,Written Off
9/18/2019,Viking Air Dhc-6 Twin Otter 400,"Rimbun Air, opb Carpediem Aviation",4,0,Written Off
9/20/2019,Cessna 208B Grand Caravan,private,0,0,Substantial
9/23/2019,Britten-Norman Bn-2A-27 Islander,FlyMontserrat,0,0,Substantial
9/23/2019,Cessna 208B Grand Caravan Ex,Auric Air,2,0,Written Off
9/24/2019,Cessna 208B Grand Caravan,Gobernación del Estado Bolívar,0,0,Substantial
9/24/2019,Cessna 208 Caravan,Department of Royal Rainmaking and Agricultural Aviation,2,0,Written Off
9/30/2019,Antonov An-12Bk,Cavok Air,0,0,Substantial
9/30/2019,Gulfstream American G-1159 Gulfstream Ii B,private,0,0,Written Off
10/1/2019,Boeing 777-31Her,Emirates,0,0,None
10/2/2019,Boeing B-17G Flying Fortress,The Collings Foundation,7,0,Written Off
10/4/2019,Antonov An-12Bk,Ukraine Air Alliance,5,0,Substantial
10/7/2019,Hawker 800Xp,Delta Private Jets,0,0,Substantial
10/7/2019,Honda Ha-420 Hondajet,Pro by Air,0,0,Substantial
10/10/2019,Antonov An-72,Air Force of the Democratic Republic of the Congo,8,0,Written Off
10/11/2019,De Havilland Canada Dhc-6 Twin Otter 100,Skydive Georgia,0,0,Substantial
10/11/2019,Fokker 50,Silverstone Air Services,0,0,Written Off
10/12/2019,Embraer Emb-110P1 Bandeirante,Pineapple Air,0,0,Minor
10/12/2019,Atr 42-600,Japan Air Commuter,0,0,None
10/16/2019,Bombardier Global Express,Elite Air Inc,0,0,None
10/17/2019,Saab 2000,PenAir - Peninsula Airways,1,0,Substantial
10/18/2019,Airbus Cc-150 Polaris (A310-300),Royal Canadian Air Force - RCAF,0,0,Substantial
10/18/2019,Douglas Dc-3C,Atlantic Air Cargo,0,0,Unknown
10/22/2019,Canadair Cl-600-2B19 Regional Jet Crj-200Lr,"Delta Connection, opb Endeavor Air",0,0,Substantial
10/22/2019,Basler Bt-67 Turbo 67 (Dc-3T),Fuerza Aérea Salvadoreña,0,0,Substantial
10/25/2019,Rockwell Sabreliner 65,private,0,0,Written Off
10/25/2019,Beechcraft 200 Super King Air,private,0,0,Substantial
10/26/2019,De Havilland Canada Dhc-3T/M601 Turbine Otter,Blue Water Aviation Services,3,0,Written Off
10/26/2019,Airbus A330-341,Garuda Indonesia Airways,0,0,None
10/27/2019,Gulfstream American G-1159 Gulfstream Ii Sp,private,0,0,Written Off
10/27/2019,Let L-410Uvp,Abeer Air Services,0,0,Written Off
10/29/2019,De Havilland Canada Dhc-8-402Q Dash 8,Horizon Air,0,0,Substantial
10/31/2019,Cessna 208B Super Cargomaster,"Corporate Air, opf FedEx",0,0,Minor
11/3/2019,Boeing 787-8 Dreamliner,Avianca,0,0,None
11/5/2019,Learjet 35A,USMX AirLink,0,0,Substantial
11/11/2019,Boeing 747-428Erf,ACT Airlines,0,0,None
11/11/2019,British Aerospace Bae-125-700A,private,0,0,Written Off
11/11/2019,Embraer Emb-145Lr (Erj-145Lr),"American Eagle, opb Envoy Air",0,0,Substantial
11/14/2019,Cessna 550 Citation Ii,José João Abdalla Filho,5,0,Written Off
11/15/2019,Cessna 560 Citation Encore,ETG Aviation LLC,0,0,Substantial
11/15/2019,Cessna 525B Citationjet Cj3,Pilot Point Consultancy LLC,0,0,Substantial
11/16/2019,Bombardier Crj-900,,0,0,Substantial
11/16/2019,Airbus A330-243,Air Namibia,0,0,Minor
11/16/2019,Boeing 777-3B5Er,Korean Air,0,0,Substantial
11/21/2019,Boeing 737-8F2 (Wl),THY Turkish Airlines,0,0,Substantial
11/21/2019,Gulfstream G150,Tahe Havacilik,0,0,Substantial
11/22/2019,Boeing 737-401,Avior Airlines,0,0,Substantial
11/23/2019,Boeing 737-800,,0,0,None
11/23/2019,Beechcraft B200 King Air,private,0,0,Written Off
11/24/2019,Dornier 228-201,Busy Bee Congo,21+6,0,Written Off
11/25/2019,De Havilland Canada Dhc-8-311 Dash 8,Proflight Air Services,0,0,Substantial
11/25/2019,Mcdonnell Douglas Md-88,Delta Air Lines,0,0,Substantial
11/26/2019,Cessna 208B Grand Caravan,Tropicair,0,0,None
