acc.date,aircraft_type,operator,location,fatalities,damage
12/1/2019,British Aerospace Bae-125-700A,private,0,0,Written Off
12/1/2019,Beechcraft B99 Airliner,Flamingo Air Charter,0,0,Substantial
12/2/2019,British Aerospace Bae-125-700A,private,0,0,Written Off
12/3/2019,British Aerospace Bae-125-800A,Business Jet Managers Inc,0,0,Substantial
12/3/2019,Basler Bt-67 Turbo 67 (Dc-3T),North Star Air,0,0,Substantial
12/4/2019,Beechcraft 200 Super King Air,private,2,0,Written Off
12/6/2019,British Aerospace Bae-125-800A,private,0,0,Written Off
12/9/2019,Lockheed C-130H Hercules,Fuerza Aérea de Chile,38,0,Written Off
12/9/2019,Cessna 208B Super Cargomaster,Martinaire,1,0,Written Off
12/10/2019,De Havilland Canada Dhc-8-402Q Dash 8,Ethiopian Airlines,0,0,Substantial
12/15/2019,Airbus A330-202,Qantas,0,0,None
12/15/2019,Embraer Emb-145Lr,"Piedmont Airlines, opf American Eagle",0,0,None
12/15/2019,Grumman American G-1159 Gulfstream Iisp,private,0,0,Written Off
12/16/2019,Embraer Erj-140Lr,"Envoy Air, opf American Eagle",0,0,None
12/16/2019,Airbus A330-243,Air Europa,0,0,None
12/16/2019,Beechcraft 200 Super King Air,private,0,0,Written Off
12/17/2019,Beechcraft B300 King Air 350,Ritch Air LLC,0,0,Substantial
12/18/2019,Embraer Erj-190Ar,American Airlines,0,0,None
12/18/2019,Beechcraft 200 Super King Air,WL Aviation LLC,0,0,Substantial
12/18/2019,Cessna 525A Citationjet Cj2,C-GHGR Holdings,0,0,Substantial
12/18/2019,Beechcraft 200 Super King Air,private,0,0,Written Off
12/19/2019,Boeing 737-924Er (Wl),United Airlines,0,0,None
12/19/2019,Beechcraft A100 King Air,Representaciones Aero3,9,0,Written Off
12/21/2019,Boeing 737-7Bd (Wl),Southwest Airlines,0,0,Substantial
12/22/2019,Boeing 737-824 (Wl),United Airlines,0,0,Substantial
12/24/2019,Cessna 208B Grand Caravan,Calafia Airlines,2,0,Written Off
12/25/2019,Airbus A320-232 (Wl),Tigerair Taiwan,0,0,None
12/27/2019,Cirrus Sf50 Vision Jet,private,0,0,Substantial
12/27/2019,Fokker 100,Bek Air,12,0,Written Off
12/28/2019,Let L-410Uvp-E,Air Fast Congo,0,0,Substantial
12/29/2019,Cessna 560Xl Citation Xls,Sunny Sky,0,0,Substantial
1/1/2018,Airbus A319-111,Easyjet,0,0,None
1/3/2018,Airbus A319-131,British Airways,0,0,None
1/4/2018,Gulfstream G150,Private Airlines Germany,0+1,0,Substantial
1/5/2018,Boeing 737-8Fh (Wl),Sunwing Airlines,0,0,Substantial
1/5/2018,Boeing 737-8Ct (Wl),WestJet,0,0,Substantial
1/6/2018,Boeing 777-369Er,Kuwait Airways,0,0,Substantial
1/6/2018,Antonov An-2Tp,Unknown,0,0,Written Off
1/7/2018,Cessna 208B Grand Caravan,Unknown,0+1,0,Written Off
1/9/2018,Embraer Emb-110P1 Bandeirante,Pineapple Air,0,0,Substantial
1/10/2018,De Havilland Canada Dhc-8-402Q Dash 8,LOT Polskie Linie Lotnicze,0,0,Substantial
1/10/2018,Gulfstream G200,Air Taxi PH,0,0,Substantial
1/10/2018,Fairchild Sa227-At Merlin Ivc,Ameriflight,0,0,Substantial
1/13/2018,Boeing 737-82R (Wl),Pegasus Airlines,0,0,Substantial
1/15/2018,Airbus A319-111,Afriqiyah Airways,0,0,Substantial
1/16/2018,Antonov An-2,Kazakhstan Air Defence Force,0,0,Written Off
1/16/2018,British Aerospace Bae-748-347 Srs. 2A,Bismillah Airlines,0,0,Substantial
1/17/2018,Embraer Erj-190Ar,Fastjet,0+1,0,None
1/17/2018,Iptn/Casa Cn-235M-100,Türk Hava Kuvvetleri (Turkish Air Force),3,0,Written Off
1/18/2018,Convair Cv-580F,Air Tribe,0,0,Substantial
1/20/2018,Let L-410Uvp,Galeyr Airline,0,0,Substantial
1/20/2018,Embraer Emb-120Er Brasilia,"Delegation of the EU to Somalia, lsf AirTraffic Africa",0,0,Unknown
1/25/2018,Airbus A320,Unknown,0,0,Substantial
1/25/2018,Gulfstream G200,Nestoil,0,0,Substantial
1/29/2018,Shaanxi Y-8Gx-3,People's Liberation Army - Air Force - PLAAF,12,0,Written Off
2/1/2018,Airbus A330-202,Qantas,0,0,None
2/4/2018,Raytheon Beechjet 400A,"Travel Management, Inc",0,0,Substantial
2/10/2018,Boeing 737-8As (Wl),Ryanair,0,0,None
2/11/2018,Antonov An-148-100B,Saratov Airlines,71,0,Written Off
2/13/2018,Airbus A330-223,Delta Air Lines,0,0,None
2/16/2018,Fokker 100,Qeshm Air,0,0,Substantial
2/18/2018,Atr 72-212,Iran Aseman Airlines,66,0,Written Off
2/20/2018,Mcdonnell Douglas Md-83,Dana Air,0,0,Substantial
2/21/2018,Cessna 208B Grand Caravan,Army Parachute Association,0,0,Minor
2/23/2018,Beechcraft B100 King Air,Island Express Air,0,0,Substantial
2/24/2018,Airbus A330-323,Delta Air Lines,0,0,None
2/26/2018,Beechcraft A100 King Air,Strait Air,0,0,Substantial
2/28/2018,Airbus A320-214,SmartLynx Airlines Estonia,0,0,Substantial
3/1/2018,Beechcraft 200 Super King Air,Unknown,0,0,Substantial
3/4/2018,Boeing 737-322 (Sf),Serve Air,0,0,Substantial
3/6/2018,Antonov An-26,Russian Air Force,39,0,Written Off
3/10/2018,Learjet 31,N500MP LLC,0,0,Substantial
3/11/2018,Bombardier Cl-600-2B16 Challenger 604,MC Aviation,11,0,Written Off
3/12/2018,De Havilland Canada Dhc-8-402Q Dash 8,US-Bangla Airlines,51,0,Written Off
3/14/2018,Boeing 777-31Her,Emirates,1,0,None
3/15/2018,Cessna 208 Caravan I,West Coast Air Services,0,0,Written Off
3/15/2018,Beechcraft B200 Super King Air,Unknown,0,0,Written Off
3/16/2018,Beechcraft C99 Commuter,Ameriflight,0,0,Substantial
3/17/2018,Canadair Cl-600-2B19 Regional Jet Crj-200Er,"Air Canada Express, opb Jazz Aviation",0,0,Substantial
3/20/2018,De Havilland Canada Dhc-6 Twin Otter 300,Bald Mountain Air Services,0,0,Substantial
3/21/2018,Gulfstream V,Peyton Holdings LLC,0,0,None
3/22/2018,Airbus A320-232,,0,0,None
3/23/2018,Boeing 737-8K5 (Wl),"SmartWings, opf Israir",0,0,None
3/26/2018,Casa C-212 Aviocar 200,Bighorn Airways,0,0,Substantial
3/26/2018,Casa C-212 Aviocar,Bighorn Airways,0,0,Unknown
3/27/2018,Airbus A319-111,easyJet,0,0,Substantial
3/28/2018,Boeing 767-3Q8Er,El Al Israel Airlines,0,0,Substantial
3/28/2018,Boeing 737-76J (Wl),Germania,0,0,Substantial
3/29/2018,Beechcraft 99 Airliner,Lake Clark Air,0,0,Substantial
3/29/2018,Atr 42-500,Aeromar,0,0,Substantial
3/29/2018,Atr 72-600 (72-212A),Aeromar,0,0,Substantial
3/29/2018,Fairchild Sa227-Dc Metro 23,Línea Aérea Amaszonas,0,0,Substantial
3/30/2018,Antonov An-12Bk,Cavok Air,0,0,Substantial
3/30/2018,Cessna 650 Citation Iii,2M Leasing LLC,0,0,Substantial
3/31/2018,Cessna 208B Grand Caravan,Skydive the Ranch,0,0,Substantial
4/2/2018,Cessna 525C Citation Cj4,Avis Industrial Corporation,0+2,0,Substantial
4/4/2018,Dassault Falcon 2000Ex,Unknown,0,0,Written Off
4/4/2018,Learjet 60,Henning Aviation LLC,0,0,Written Off
4/4/2018,Cessna 560Xl Citation Excel,MTC Enterprises LLC,0,0,Written Off
4/4/2018,Learjet 40Xr,Union Gas Air Ventures I LLC,0,0,Written Off
4/4/2018,Learjet 45Xr,ERG Holdings LLC,0,0,Written Off
4/5/2018,Antonov An-26,Mega Aircompany,0,0,Unknown
4/9/2018,Beechcraft 200 Super King Air,Airwing,0,0,Substantial
4/9/2018,Boeing 737-9B5,Korean Air,0,0,Substantial
4/11/2018,Cessna 208B Grand Caravan,"Hageland Aviation Services, opf Ravn Connect",0,0,Substantial
4/11/2018,Ilyushin Il-76Td,Al Quwwat al-Jawwiya al-Jaza'eriya,257,0,Written Off
4/12/2018,Cessna 208B Grand Caravan,Penial Air,0,0,Substantial
4/13/2018,Lockheed P-3C Orion,United States Navy,0,0,Written Off
4/14/2018,Antonov An-74-200,Ayk Avia,0,0,Substantial
4/15/2018,Saab 340B,Transwest Air,0,0,Substantial
4/15/2018,De Havilland Canada Dhc-6 Twin Otter 100,Transwest Air,0,0,Substantial
4/15/2018,Bombardier Cl-600-2B16 Challenger 605,Morningstar Partners Ltd.,0,0,Substantial
4/15/2018,Cessna 550 Citation Bravo,Private,0,0,Substantial
4/15/2018,Cessna 525 Citationjet,private,1,0,Written Off
4/15/2018,Airbus A321-213,Air China,0,0,None
4/16/2018,Cessna 525 Citationjet Cj1,Herbert Waldmann Lichttechnik GmbH & Co. KG,0,0,Substantial
4/17/2018,De Havilland Canada Dhc-8-402Q Dash 8,Flybe,0,0,Substantial
4/17/2018,Boeing 737-7H4 (Wl),Southwest Airlines,1,0,Substantial
4/18/2018,Airbus A330-323,Delta Air Lines,0,0,Substantial
4/20/2018,Mcdonnell Douglas Md-83,World Atlantic Airlines,0,0,Substantial
4/23/2018,Antonov An-2R,SZEMP Air Kft.,0,0,Substantial
4/29/2018,Beechcraft 1900C,Alpine Aviation,0,0,Substantial
4/29/2018,Lockheed L-100-30 Hercules,Libyan Air Force,3,0,Written Off
4/29/2018,Boeing 737-8Gp (Wl),Lion Air,0,0,Substantial
4/30/2018,Boeing 737-8As (Wl),Ryanair,0,0,Substantial
5/1/2018,Boeing 767-332Er (Wl),Delta Air Lines,0,0,Minor
5/1/2018,Bombardier Crj-900Lr,"Delta Connection, opb Endeavor Air",0,0,Substantial
5/2/2018,Boeing 737-8K5 (Wl),TUI fly Belgium,0,0,Substantial
5/2/2018,Beechcraft C99 Commuter,Servicio Aéreo de Policia,4,0,Written Off
5/2/2018,Lockheed Wc-130H Hercules,United States Air Force - USAF,9,0,Written Off
5/3/2018,Dassault Falcon 900Ex,Blueport Trade 121 (Pty) Ltd.,0,0,Substantial
5/4/2018,Cessna 525C Citation Cj4,Aluminios Cortizo,0,0,Substantial
5/5/2018,Embraer Kc-390,Embraer,0,0,Substantial
5/7/2018,Boeing 737-8H4 (Wl),Southwest Airlines,0,0,Substantial
5/12/2018,Boeing 737-8Bk (Wl),Air Niugini,0,0,Substantial
5/12/2018,Lockheed L-100-30 Hercules,"Lynden Air Cargo, opf PNG Air",0,0,Substantial
5/13/2018,Cessna 208B Grand Caravan,"Irish Parachute Club, lsf Parachuting Caravan Leasing",2,0,Written Off
5/13/2018,Airbus A330-323,Asiana Airlines,0,0,Substantial
5/13/2018,Airbus A321-231,THY Turkish Airlines,0,0,Substantial
5/15/2018,Cessna 208B Grand Caravan,private,2,0,Written Off
5/16/2018,Cessna 208B Grand Caravan,Makalu Air,2,0,Written Off
5/18/2018,Boeing 737-201 Advanced,"Cubana de Aviación, lsf Global Air",112,0,Written Off
5/20/2018,Gulfstream G200 Galaxy,Star Jet,0,0,Substantial
5/21/2018,Airbus A330-243,"Saudi Arabian Airlines, lsf Onur Air",0,0,Substantial
5/22/2018,Gulfstream G200 Galaxy,Silver Air,0,0,Written Off
5/22/2018,Cessna 208B Grand Caravan,Amazonaves Táxi Aéreo,0,0,Written Off
5/23/2018,Beechcraft 200 Super King Air,Titan Drilling,0,0,Substantial
5/23/2018,Beechcraft 200 Super King Air,Air Katanga,0,0,Minor
5/24/2018,Fairchild Sa227-Ac Metro Iii,Aeronaves TSM,0,0,Substantial
5/30/2018,Cessna 208B Grand Caravan,Asure Air,0,0,Substantial
5/30/2018,Cessna 208B Grand Caravan,"Air Serv Limited, opf UNHAS",0,0,Substantial
6/3/2018,Lockheed C-130H Hercules,Al Quwwat al-Jawwiya al-Jaza'eriya,1,0,Written Off
6/5/2018,Cessna 208B Grand Caravan,Fly-SAX,10,0,Written Off
6/6/2018,Antonov An-2R,Aeroserv,0,0,Written Off
6/6/2018,Cessna 525A Citationjet Cj2+,ProAir,0,0,Substantial
6/9/2018,De Havilland Canada Dhc-6 Twin Otter 300,Tara Air,0,0,Substantial
6/10/2018,Boeing 777-223Er,American Airlines,0,0,None
6/10/2018,Boeing 737-8Al (Wl),"Swiftair, opf Smartwings",0,0,Substantial
6/10/2018,Boeing 787-9 Dreamliner,American Airlines,0,0,None
6/10/2018,De Havilland Canada Dhc-8-402Q Dash 8,WestJet Encore,0,0,None
6/10/2018,Gulfstream G-Iv,private,0,0,Substantial
6/11/2018,Pilatus Britten-Norman Bn-2B-26 Islander,Falkland Islands Government Air Service - FIGAS,0,0,Substantial
6/11/2018,Airbus A340-313,Lufthansa,0,0,Substantial
6/12/2018,Boeing 737-8H4 (Wl),Southwest Airlines,0,0,None
6/14/2018,Mcdonnell Douglas Md-83,Bravo Airways,0,0,Substantial
6/14/2018,De Havilland Canada Dhc-8-202Q Dash 8,LinkPNG,0,0,Written Off
6/16/2018,Embraer Erj-175Lr,"Delta Connection, opb Compass Airlines",0,0,None
6/18/2018,Cessna 208B Grand Caravan,Spirit Avia Sentosa,0,0,Substantial
6/21/2018,Embraer Erj 170Lr (Erj-170-100 Lr),"Delta Connection, opb Republic Airlines",0,0,Substantial
6/22/2018,Boeing 737-8Jp (Wl),Norwegian,0,0,None
6/22/2018,De Havilland Canada Dhc-6 Twin Otter 300,Dimonim Air,0,0,Minor
6/24/2018,Boeing 777-346,Japan Airlines (JAL),0,0,None
6/24/2018,Let L-410Uvp,Eagle Air (Guinea),4,0,Written Off
6/25/2018,De Havilland Canada Dhc-6 Twin Otter 300,Trigana Air Service,0,0,Minor
6/26/2018,Ilyushin Il-76,Islamic Republic of Iran Air Force - IRIAF,0,0,Written Off
6/26/2018,Learjet 60,Federal Aviation Administration - FAA,0,0,Substantial
6/26/2018,Airbus A330-323,Asiana Airlines,0,0,Minor
6/26/2018,Boeing 777-2B5Er,Korean Air,0,0,Substantial
6/27/2018,Antonov An-2R,Feniks,0,0,Substantial
6/30/2018,Airbus A330-323,American Airlines,0,0,None
6/30/2018,Irma/Pilatus Britten-Norman Bn-2A-26 Islander,Maya Island Air,0,0,Substantial
6/30/2018,Cessna 208 Caravan I,,0,0,Minor
7/4/2018,Cessna 208B Grand Caravan,Air Choice One,0,0,Substantial
7/5/2018,Dornier 228-202,GAM - General Aviation Maintenance,0,0,Substantial
7/5/2018,Cessna 208B Grand Caravan,Flex Air Charters,0,0,Substantial
7/6/2018,Atr 72-600 (72-212A),"TAP Express, opb White Airways",0,0,Substantial
7/9/2018,Atr 72-600 (72-212A),RAM Express,0,0,Substantial
7/9/2018,De Havilland Canada Dhc-3T Texas Turbine Otter,Ookpik Aviation,0,0,Substantial
7/10/2018,De Havilland Canada Dhc-3T Vazar Turbine Otter,Taquan Air,0,0,Substantial
7/10/2018,Convair Cv-340,Rovos Air,1,0,Written Off
7/11/2018,Douglas Dc-3C,Air Colombia,0,0,Substantial
7/16/2018,Boeing 737-8Eh (Wl),Gol Linhas Aéreas,0,0,Substantial
7/16/2018,Boeing 737-8F2 (Wl),Flybondi,0,0,Substantial
7/16/2018,Curtiss C-46F-1-Cu Commando,Everts Air Fuel,0,0,Substantial
7/20/2018,Boeing 767-3Q8Er,Air Canada Rouge,0,0,None
7/20/2018,Antonov An-26B,Kazairtrans Airline,0,0,Written Off
7/21/2018,Douglas C-47B (Dc-3),"Commemorative Air Force, Highland Lakes Squadron",0,0,Written Off
7/22/2018,Cessna 750 Citation X,Textron Inc.,0,0,Substantial
7/23/2018,Mcdonnell Douglas Md-88,Delta Air Lines,0,0,None
7/23/2018,Airbus A319-114,Delta Air Lines,0,0,None
7/23/2018,Cessna 560 Citation Encore,OzAir Charter Service,0,0,Substantial
7/26/2018,Boeing 757-204,"Sunday Airlines, opf SCAT Airlines",0,0,Substantial
7/27/2018,Boeing 767-38Eer,Atlas Air,0,0,Substantial
7/27/2018,Antonov An-2R,Air Kasai,5,0,Written Off
7/28/2018,Irma/Britten-Norman Bn-2A-27 Islander,Air Taxi Vanuatu,0,0,Substantial
7/28/2018,Britten-Norman Bn-2A-8 Islander,Unity Airlines,0,0,Written Off
7/28/2018,Atr 72-500 (72-212A),Air Vanuatu,0,0,Substantial
7/30/2018,Antonov An-2Sx,private,0,0,Substantial
7/31/2018,Boeing 757-223,American Airlines,0,0,Substantial
7/31/2018,Embraer Erj 190Ar,Aeroméxico Connect,0,0,Written Off
8/1/2018,Beechcraft B300 King Air 350,Atlantic Transportation of Wilmington LLC,0,0,Substantial
8/3/2018,Shijiazhuang Y-5B(D),Heilongjiang Kunpeng General Aviation Co.,0,0,Substantial
8/4/2018,Junkers Ju-52/3Mg4E,Ju-Air,20,0,Written Off
8/5/2018,Airbus A320-200,,0,0,None
8/6/2018,Airbus A321-231,LATAM Airlines Brasil,0,0,None
8/7/2018,Dassault Falcon 20D,Alliance Air Charter,0,0,Substantial
8/7/2018,Cessna 208B Grand Caravan,Supreme Airlines,0,0,Substantial
8/9/2018,Boeing 777-3F2Er,THY Turkish Airlines,0,0,Substantial
8/9/2018,Boeing 787-8 Dreamliner,Royal Air Maroc - RAM,0,0,Substantial
8/10/2018,De Havilland Canada Dhc-8-402Q Dash 8,"Horizon Air, opf Alaska Airlines",1,0,Written Off
8/13/2018,Airbus A321-271N,Hawaiian Airlines,0,0,Substantial
8/13/2018,Cessna 525 Citationjet,Vancon Holdings,1,0,Written Off
8/15/2018,Boeing 777-367Er,Cathay Pacific Airways,0,0,Substantial
8/16/2018,Boeing 737-85C (Wl),Xiamen Airlines,0,0,Substantial
8/19/2018,De Havilland Canada Dhc-8-402Q Dash 8,LC Perú,0,0,Substantial
8/19/2018,Antonov An-2T,Ostthüringer Fallschirmsportclub - OFC,0,0,Substantial
8/24/2018,Boeing 757-2Q8 (Wl),Aer Lingus,0,0,None
8/25/2018,Grumman Hu-16C Albatross,Stargazer Aero,0,0,Written Off
8/26/2018,Harbin Y-12E,SATENA,0,0,Substantial
8/26/2018,Boeing 767-333Er (Wl),Air Canada Rouge,0,0,Substantial
8/26/2018,Cessna 208B Grand Caravan,Bush Air Safaris,0,0,Substantial
8/27/2018,Airbus A320-214 (Wl),Vanilla Air,0,0,None
8/28/2018,Antonov An-2R,Air Mizia,0,0,Substantial
8/28/2018,Airbus A320-214,Beijing Capital Airlines,0,0,Substantial
8/30/2018,De Havilland Canada Dhc-6 Twin Otter 300,Ethiopian Air Force,18,0,Written Off
8/31/2018,Cessna 680 Citation Sovereign,Boydak Air,0,0,Substantial
9/1/2018,Boeing 737-8As (Wl),Utair,0,0,Written Off
9/3/2018,Beechcraft B200 Super King Air,West Coast Aviation Services,0,0,Substantial
9/6/2018,Boeing 757-223 (Wl),American Airlines,0,0,None
9/6/2018,Beechcraft A100 King Air,VOAR Aviação,0,0,Substantial
9/9/2018,Let L-410Uvp,"South West Aviation, lsf Slav-Air",20,0,Written Off
9/10/2018,Boeing 737-823 (Wl),American Airlines,0,0,None
9/15/2018,Boeing 777-333Er,Air Canada,0,0,None
9/15/2018,Canadair Cl-215-6B11 (Cl-415),Government of Newfoundland and Labrador,0,0,Substantial
9/16/2018,Boeing 777-328Er,Air France,0,0,None
9/16/2018,Boeing 747-428Fer,"Saudi Arabian Airlines, lsf ACT Airlines",0,0,Substantial
9/17/2018,Ilyushin Il-20M,Russian Air Force,15,0,Written Off
9/17/2018,Airbus A320-216,Thai AirAsia,0,0,Substantial
9/18/2018,Antonov An-2R,STS Aviatsija,0,0,Substantial
9/18/2018,British Aerospace Bae-125-700A,Starjet Inc.,0,0,Substantial
9/20/2018,Embraer Emb-120Er Brasilia,Berry Aviation,0,0,Substantial
9/23/2018,Boeing 757-224 (Wl),United Airlines,0,0,None
9/24/2018,Honda Ha-420 Hondajet,América Latina Tecnologia Agrícola - ALTA,0,0,Substantial
9/24/2018,Airbus A340-313,Philippine Air Lines,0,0,Substantial
9/25/2018,Beechcraft 200 Super King Air,Kalitta Charters,1,0,Written Off
9/26/2018,Airbus A321-231 (Wl),American Airlines,0,0,None
9/27/2018,Airbus A310-304,Air Transat,0,0,None
9/27/2018,Cessna 208B Supervan 900,CGG Aviation Australia,1,0,Written Off
9/27/2018,Dassault Falcon 50,Air America Flight Services,2,0,Substantial
9/28/2018,Airbus A320-232,LATAM Airlines Brasil,0,0,Substantial
9/28/2018,Boeing 737-8Bk (Wl),Air Niugini,1,0,Substantial
10/1/2018,Antonov An-2T,Inversiones Moraima,0,0,Substantial
10/3/2018,Beechcraft 1900C,"Ravn Connect, opb Frontier Flying Service",0,0,Substantial
10/3/2018,Antonov An-26,Al Quwwat al-Jawwiya As-Sudaniya (Sudanese Air Force),0,0,Written Off
10/3/2018,Antonov An-32A,Al Quwwat al-Jawwiya As-Sudaniya (Sudanese Air Force),0,0,Written Off
10/8/2018,Boeing 747-4D7,Thai Airways International,0,0,Substantial
10/9/2018,Boeing 737-7H4 (Wl),Southwest Airlines,0,0,None
10/10/2018,Cessna 208B Grand Caravan Ex,Jhonlin Air Transport,0,0,Substantial
10/10/2018,Sukhoi Superjet 100-95B,Yakutia Airlines,0,0,Substantial
10/11/2018,Boeing 737-7H4 (Wl),Southwest Airlines,0,0,None
10/12/2018,Airbus A319-112,Frontier Airlines,0,0,None
10/12/2018,Atr 72-202,Overland Airways,0,0,Written Off
10/12/2018,Boeing 737-8Hg (Wl),Air India Express,0,0,Substantial
10/15/2018,Boeing 737-7L9 (Wl),Southwest Airlines,0,0,None
10/15/2018,Boeing 777-337Er,Air India,0,0,None
10/29/2018,Boeing 737 Max 8,Lion Air,189,0,Written Off
10/31/2018,Airbus A330-323,Delta Air Lines,0,0,Substantial
10/31/2018,Airbus A330-203,Air France,0,0,Substantial
11/7/2018,Boeing 747-412F,Sky Lease Cargo,0,0,Substantial
11/8/2018,Antonov An-2R,2nd Arkhangelsk United Aviation Division,0,0,Written Off
11/9/2018,Lockheed C-130E Hercules,Pakistan Air Force,0,0,Written Off
11/9/2018,Boeing 757-23N,Fly Jamaica Airways,1,0,Substantial
11/11/2018,Embraer Erj-190Lr (Erj-190-100 Lr),Air Astana,0,0,Substantial
11/12/2018,Hawker Siddeley Hs-125-700A,Songbird Aviation LLC,0,0,Substantial
11/15/2018,De Havilland Canada Dhc-8-315Q Dash 8,PAL Airlines,0,0,Substantial
11/16/2018,British Aerospace 3212 Jetstream 32,SARPA - Servicios Aéreos Panamericanos,0,0,Substantial
11/20/2018,Boeing 737-8Lj (Wl),Aeroflot,0+1,0,Minor
11/21/2018,Fairchild Sa227-Ac Metro Iii,Perimeter Aviation,0,0,Substantial
11/22/2018,Boeing 737-53C,Peruvian Airlines,0,0,Substantial
11/23/2018,British Aerospace Bae-125-700A,private,,0,Missing
11/24/2018,Atr 72-500 (72-212A),Pakistan International Airlines - PIA,0,0,Substantial
11/26/2018,Cessna 525 Citation M2,ARG Ltda.,4,0,Written Off
11/30/2018,Cessna 550 Citation Ii,"Dirt Dynamics, Inc.",0,0,Substantial
11/30/2018,Cessna 525A Citationjet Cj2+,Estoair LLC,3,0,Written Off
12/1/2018,Airbus A320-232 (Wl),Spirit Airlines,0,0,None
12/1/2018,Bombardier Crj-200Lr,PSA Airlines,0,0,Substantial
12/3/2018,Hawker 800Xp,Arrow Aviation Ltd.,0,0,Substantial
12/3/2018,Boeing 737-823 (Wl),American Airlines,0,0,None
12/4/2018,Boeing 767-332Er (Wl),Delta Air Lines,0,0,None
12/4/2018,Airbus A320-214,Ellinair,0,0,Substantial
12/6/2018,Lockheed Martin Kc-130J,United States Marine Corps,5,0,Written Off
12/8/2018,Airbus A320-232 (Wl),Thai Smile,0,0,None
12/8/2018,Beechcraft 200 Super King Air,Desert-Air Safaris,0,0,Substantial
12/8/2018,Beechcraft 200 Super King Air,Unknown,0,0,Written Off
12/8/2018,Pilatus Britten-Norman Bn-2A-20 Islander,Par-Avion,1,0,Written Off
12/10/2018,Airbus A300B4-203 (F),AeroUnion - Aerotransporte de Carga Union,0,0,Substantial
12/11/2018,Boeing 777-333Er,Air Canada,0,0,Substantial
12/15/2018,Learjet 35A,Med Air LLC,0,0,Substantial
12/18/2018,Boeing 787-9 Dreamliner,Ethiopian Airlines,0,0,Substantial
12/18/2018,Dornier 228-201,Africa's Connection STP,0,0,Substantial
12/20/2018,Antonov An-26B,Gomair,7,0,Written Off
12/20/2018,Cessna 560 Citation V,Chen Aircrafts LLC,4,0,Written Off
12/22/2018,Pzl-Mielec M28 Skytruck,Guardia Nacional Bolivariana de Venezuela - GNBV,0,0,Substantial
12/24/2018,Antonov An-26B,Air Force of the Democratic Republic of the Congo,0,0,Written Off
12/31/2018,Boeing 757-2B7 (Wl),American Airlines,0,0,Substantial
