acc.date,aircraft_type,operator,fatalities,damage,year
2019-12-01,British Aerospace Bae-125-700A,Private,0,Written Off,2019
2019-12-01,Beechcraft B99 Airliner,Flamingo Air Charter,0,Substantial,2019
2019-12-02,British Aerospace Bae-125-700A,Private,0,Written Off,2019
2019-12-03,British Aerospace Bae-125-800A,Business Jet Managers Inc,0,Substantial,2019
2019-12-03,Basler Bt-67 Turbo 67 (Dc-3T),North Star Air,0,Substantial,2019
2019-12-04,Beechcraft 200 Super King Air,Private,2,Written Off,2019
2019-12-06,British Aerospace Bae-125-800A,Private,0,Written Off,2019
2019-12-09,Lockheed C-130H Hercules,Fuerza Aérea De Chile,38,Written Off,2019
2019-12-09,Cessna 208B Super Cargomaster,Martinaire,1,Written Off,2019
2019-12-10,De Havilland Canada Dhc-8-402Q Dash 8,Ethiopian Airlines,0,Substantial,2019
2019-12-15,Airbus A330-202,Qantas,0,None,2019
2019-12-15,Embraer Emb-145Lr,"Piedmont Airlines, Opf American Eagle",0,None,2019
2019-12-15,Grumman American G-1159 Gulfstream Iisp,Private,0,Written Off,2019
2019-12-16,Embraer Erj-140Lr,"Envoy Air, Opf American Eagle",0,None,2019
2019-12-16,Airbus A330-243,Air Europa,0,None,2019
2019-12-16,Beechcraft 200 Super King Air,Private,0,Written Off,2019
2019-12-17,Beechcraft B300 King Air 350,Ritch Air Llc,0,Substantial,2019
2019-12-18,Embraer Erj-190Ar,American Airlines,0,None,2019
2019-12-18,Beechcraft 200 Super King Air,Wl Aviation Llc,0,Substantial,2019
2019-12-18,Cessna 525A Citationjet Cj2,C-Ghgr Holdings,0,Substantial,2019
2019-12-18,Beechcraft 200 Super King Air,Private,0,Written Off,2019
2019-12-19,Boeing 737-924Er (Wl),United Airlines,0,None,2019
2019-12-19,Beechcraft A100 King Air,Representaciones Aero3,9,Written Off,2019
2019-12-21,Boeing 737-7Bd (Wl),Southwest Airlines,0,Substantial,2019
2019-12-22,Boeing 737-824 (Wl),United Airlines,0,Substantial,2019
2019-12-24,Cessna 208B Grand Caravan,Calafia Airlines,2,Written Off,2019
2019-12-25,Airbus A320-232 (Wl),Tigerair Taiwan,0,None,2019
2019-12-27,Cirrus Sf50 Vision Jet,Private,0,Substantial,2019
2019-12-27,Fokker 100,Bek Air,12,Written Off,2019
2019-12-28,Let L-410Uvp-E,Air Fast Congo,0,Substantial,2019
2019-12-29,Cessna 560Xl Citation Xls,Sunny Sky,0,Substantial,2019
2018-01-01,Airbus A319-111,Easyjet,0,None,2018
2018-01-03,Airbus A319-131,British Airways,0,None,2018
2018-01-04,Gulfstream G150,Private Airlines Germany,0,Substantial,2018
2018-01-05,Boeing 737-8Fh (Wl),Sunwing Airlines,0,Substantial,2018
2018-01-05,Boeing 737-8Ct (Wl),Westjet,0,Substantial,2018
2018-01-06,Boeing 777-369Er,Kuwait Airways,0,Substantial,2018
2018-01-06,Antonov An-2Tp,Unknown,0,Written Off,2018
2018-01-07,Cessna 208B Grand Caravan,Unknown,0,Written Off,2018
2018-01-09,Embraer Emb-110P1 Bandeirante,Pineapple Air,0,Substantial,2018
2018-01-10,De Havilland Canada Dhc-8-402Q Dash 8,Lot Polskie Linie Lotnicze,0,Substantial,2018
2018-01-10,Gulfstream G200,Air Taxi Ph,0,Substantial,2018
2018-01-10,Fairchild Sa227-At Merlin Ivc,Ameriflight,0,Substantial,2018
2018-01-13,Boeing 737-82R (Wl),Pegasus Airlines,0,Substantial,2018
2018-01-15,Airbus A319-111,Afriqiyah Airways,0,Substantial,2018
2018-01-16,Antonov An-2,Kazakhstan Air Defence Force,0,Written Off,2018
2018-01-16,British Aerospace Bae-748-347 Srs. 2A,Bismillah Airlines,0,Substantial,2018
2018-01-17,Embraer Erj-190Ar,Fastjet,0,None,2018
2018-01-17,Iptn/Casa Cn-235M-100,Türk Hava Kuvvetleri (Turkish Air Force),3,Written Off,2018
2018-01-18,Convair Cv-580F,Air Tribe,0,Substantial,2018
2018-01-20,Let L-410Uvp,Galeyr Airline,0,Substantial,2018
2018-01-20,Embraer Emb-120Er Brasilia,"Delegation Of The Eu To Somalia, Lsf Airtraffic Africa",0,Unknown,2018
2018-01-25,Airbus A320,Unknown,0,Substantial,2018
2018-01-25,Gulfstream G200,Nestoil,0,Substantial,2018
2018-01-29,Shaanxi Y-8Gx-3,People'S Liberation Army - Air Force - Plaaf,12,Written Off,2018
2018-02-01,Airbus A330-202,Qantas,0,None,2018
2018-02-04,Raytheon Beechjet 400A,"Travel Management, Inc",0,Substantial,2018
2018-02-10,Boeing 737-8As (Wl),Ryanair,0,None,2018
2018-02-11,Antonov An-148-100B,Saratov Airlines,71,Written Off,2018
2018-02-13,Airbus A330-223,Delta Air Lines,0,None,2018
2018-02-16,Fokker 100,Qeshm Air,0,Substantial,2018
2018-02-18,Atr 72-212,Iran Aseman Airlines,66,Written Off,2018
2018-02-20,Mcdonnell Douglas Md-83,Dana Air,0,Substantial,2018
2018-02-21,Cessna 208B Grand Caravan,Army Parachute Association,0,Minor,2018
2018-02-23,Beechcraft B100 King Air,Island Express Air,0,Substantial,2018
2018-02-24,Airbus A330-323,Delta Air Lines,0,None,2018
2018-02-26,Beechcraft A100 King Air,Strait Air,0,Substantial,2018
2018-02-28,Airbus A320-214,Smartlynx Airlines Estonia,0,Substantial,2018
2018-03-01,Beechcraft 200 Super King Air,Unknown,0,Substantial,2018
2018-03-04,Boeing 737-322 (Sf),Serve Air,0,Substantial,2018
2018-03-06,Antonov An-26,Russian Air Force,39,Written Off,2018
2018-03-10,Learjet 31,N500Mp Llc,0,Substantial,2018
2018-03-11,Bombardier Cl-600-2B16 Challenger 604,Mc Aviation,11,Written Off,2018
2018-03-12,De Havilland Canada Dhc-8-402Q Dash 8,Us-Bangla Airlines,51,Written Off,2018
2018-03-14,Boeing 777-31Her,Emirates,1,None,2018
2018-03-15,Cessna 208 Caravan I,West Coast Air Services,0,Written Off,2018
2018-03-15,Beechcraft B200 Super King Air,Unknown,0,Written Off,2018
2018-03-16,Beechcraft C99 Commuter,Ameriflight,0,Substantial,2018
2018-03-17,Canadair Cl-600-2B19 Regional Jet Crj-200Er,"Air Canada Express, Opb Jazz Aviation",0,Substantial,2018
2018-03-20,De Havilland Canada Dhc-6 Twin Otter 300,Bald Mountain Air Services,0,Substantial,2018
2018-03-21,Gulfstream V,Peyton Holdings Llc,0,None,2018
2018-03-22,Airbus A320-232,unknown,0,None,2018
2018-03-23,Boeing 737-8K5 (Wl),"Smartwings, Opf Israir",0,None,2018
2018-03-26,Casa C-212 Aviocar 200,Bighorn Airways,0,Substantial,2018
2018-03-26,Casa C-212 Aviocar,Bighorn Airways,0,Unknown,2018
2018-03-27,Airbus A319-111,Easyjet,0,Substantial,2018
2018-03-28,Boeing 767-3Q8Er,El Al Israel Airlines,0,Substantial,2018
2018-03-28,Boeing 737-76J (Wl),Germania,0,Substantial,2018
2018-03-29,Beechcraft 99 Airliner,Lake Clark Air,0,Substantial,2018
2018-03-29,Atr 42-500,Aeromar,0,Substantial,2018
2018-03-29,Atr 72-600 (72-212A),Aeromar,0,Substantial,2018
2018-03-29,Fairchild Sa227-Dc Metro 23,Línea Aérea Amaszonas,0,Substantial,2018
2018-03-30,Antonov An-12Bk,Cavok Air,0,Substantial,2018
2018-03-30,Cessna 650 Citation Iii,2M Leasing Llc,0,Substantial,2018
2018-03-31,Cessna 208B Grand Caravan,Skydive The Ranch,0,Substantial,2018
2018-04-02,Cessna 525C Citation Cj4,Avis Industrial Corporation,0,Substantial,2018
2018-04-04,Dassault Falcon 2000Ex,Unknown,0,Written Off,2018
2018-04-04,Learjet 60,Henning Aviation Llc,0,Written Off,2018
2018-04-04,Cessna 560Xl Citation Excel,Mtc Enterprises Llc,0,Written Off,2018
2018-04-04,Learjet 40Xr,Union Gas Air Ventures I Llc,0,Written Off,2018
2018-04-04,Learjet 45Xr,Erg Holdings Llc,0,Written Off,2018
2018-04-05,Antonov An-26,Mega Aircompany,0,Unknown,2018
2018-04-09,Beechcraft 200 Super King Air,Airwing,0,Substantial,2018
2018-04-09,Boeing 737-9B5,Korean Air,0,Substantial,2018
2018-04-11,Cessna 208B Grand Caravan,"Hageland Aviation Services, Opf Ravn Connect",0,Substantial,2018
2018-04-11,Ilyushin Il-76Td,Al Quwwat Al-Jawwiya Al-Jaza'Eriya,257,Written Off,2018
2018-04-12,Cessna 208B Grand Caravan,Penial Air,0,Substantial,2018
2018-04-13,Lockheed P-3C Orion,United States Navy,0,Written Off,2018
2018-04-14,Antonov An-74-200,Ayk Avia,0,Substantial,2018
2018-04-15,Saab 340B,Transwest Air,0,Substantial,2018
2018-04-15,De Havilland Canada Dhc-6 Twin Otter 100,Transwest Air,0,Substantial,2018
2018-04-15,Bombardier Cl-600-2B16 Challenger 605,Morningstar Partners Ltd.,0,Substantial,2018
2018-04-15,Cessna 550 Citation Bravo,Private,0,Substantial,2018
2018-04-15,Cessna 525 Citationjet,Private,1,Written Off,2018
2018-04-15,Airbus A321-213,Air China,0,None,2018
2018-04-16,Cessna 525 Citationjet Cj1,Herbert Waldmann Lichttechnik Gmbh & Co. Kg,0,Substantial,2018
2018-04-17,De Havilland Canada Dhc-8-402Q Dash 8,Flybe,0,Substantial,2018
2018-04-17,Boeing 737-7H4 (Wl),Southwest Airlines,1,Substantial,2018
2018-04-18,Airbus A330-323,Delta Air Lines,0,Substantial,2018
2018-04-20,Mcdonnell Douglas Md-83,World Atlantic Airlines,0,Substantial,2018
2018-04-23,Antonov An-2R,Szemp Air Kft.,0,Substantial,2018
2018-04-29,Beechcraft 1900C,Alpine Aviation,0,Substantial,2018
2018-04-29,Lockheed L-100-30 Hercules,Libyan Air Force,3,Written Off,2018
2018-04-29,Boeing 737-8Gp (Wl),Lion Air,0,Substantial,2018
2018-04-30,Boeing 737-8As (Wl),Ryanair,0,Substantial,2018
2018-05-01,Boeing 767-332Er (Wl),Delta Air Lines,0,Minor,2018
2018-05-01,Bombardier Crj-900Lr,"Delta Connection, Opb Endeavor Air",0,Substantial,2018
2018-05-02,Boeing 737-8K5 (Wl),Tui Fly Belgium,0,Substantial,2018
2018-05-02,Beechcraft C99 Commuter,Servicio Aéreo De Policia,4,Written Off,2018
2018-05-02,Lockheed Wc-130H Hercules,United States Air Force - Usaf,9,Written Off,2018
2018-05-03,Dassault Falcon 900Ex,Blueport Trade 121 (Pty) Ltd.,0,Substantial,2018
2018-05-04,Cessna 525C Citation Cj4,Aluminios Cortizo,0,Substantial,2018
2018-05-05,Embraer Kc-390,Embraer,0,Substantial,2018
2018-05-07,Boeing 737-8H4 (Wl),Southwest Airlines,0,Substantial,2018
2018-05-12,Boeing 737-8Bk (Wl),Air Niugini,0,Substantial,2018
2018-05-12,Lockheed L-100-30 Hercules,"Lynden Air Cargo, Opf Png Air",0,Substantial,2018
2018-05-13,Cessna 208B Grand Caravan,"Irish Parachute Club, Lsf Parachuting Caravan Leasing",2,Written Off,2018
2018-05-13,Airbus A330-323,Asiana Airlines,0,Substantial,2018
2018-05-13,Airbus A321-231,Thy Turkish Airlines,0,Substantial,2018
2018-05-15,Cessna 208B Grand Caravan,Private,2,Written Off,2018
2018-05-16,Cessna 208B Grand Caravan,Makalu Air,2,Written Off,2018
2018-05-18,Boeing 737-201 Advanced,"Cubana De Aviación, Lsf Global Air",112,Written Off,2018
2018-05-20,Gulfstream G200 Galaxy,Star Jet,0,Substantial,2018
2018-05-21,Airbus A330-243,"Saudi Arabian Airlines, Lsf Onur Air",0,Substantial,2018
2018-05-22,Gulfstream G200 Galaxy,Silver Air,0,Written Off,2018
2018-05-22,Cessna 208B Grand Caravan,Amazonaves Táxi Aéreo,0,Written Off,2018
2018-05-23,Beechcraft 200 Super King Air,Titan Drilling,0,Substantial,2018
2018-05-23,Beechcraft 200 Super King Air,Air Katanga,0,Minor,2018
2018-05-24,Fairchild Sa227-Ac Metro Iii,Aeronaves Tsm,0,Substantial,2018
2018-05-30,Cessna 208B Grand Caravan,Asure Air,0,Substantial,2018
2018-05-30,Cessna 208B Grand Caravan,"Air Serv Limited, Opf Unhas",0,Substantial,2018
2018-06-03,Lockheed C-130H Hercules,Al Quwwat Al-Jawwiya Al-Jaza'Eriya,1,Written Off,2018
2018-06-05,Cessna 208B Grand Caravan,Fly-Sax,10,Written Off,2018
2018-06-06,Antonov An-2R,Aeroserv,0,Written Off,2018
2018-06-06,Cessna 525A Citationjet Cj2+,Proair,0,Substantial,2018
2018-06-09,De Havilland Canada Dhc-6 Twin Otter 300,Tara Air,0,Substantial,2018
2018-06-10,Boeing 777-223Er,American Airlines,0,None,2018
2018-06-10,Boeing 737-8Al (Wl),"Swiftair, Opf Smartwings",0,Substantial,2018
2018-06-10,Boeing 787-9 Dreamliner,American Airlines,0,None,2018
2018-06-10,De Havilland Canada Dhc-8-402Q Dash 8,Westjet Encore,0,None,2018
2018-06-10,Gulfstream G-Iv,Private,0,Substantial,2018
2018-06-11,Pilatus Britten-Norman Bn-2B-26 Islander,Falkland Islands Government Air Service - Figas,0,Substantial,2018
2018-06-11,Airbus A340-313,Lufthansa,0,Substantial,2018
2018-06-12,Boeing 737-8H4 (Wl),Southwest Airlines,0,None,2018
2018-06-14,Mcdonnell Douglas Md-83,Bravo Airways,0,Substantial,2018
2018-06-14,De Havilland Canada Dhc-8-202Q Dash 8,Linkpng,0,Written Off,2018
2018-06-16,Embraer Erj-175Lr,"Delta Connection, Opb Compass Airlines",0,None,2018
2018-06-18,Cessna 208B Grand Caravan,Spirit Avia Sentosa,0,Substantial,2018
2018-06-21,Embraer Erj 170Lr (Erj-170-100 Lr),"Delta Connection, Opb Republic Airlines",0,Substantial,2018
2018-06-22,Boeing 737-8Jp (Wl),Norwegian,0,None,2018
2018-06-22,De Havilland Canada Dhc-6 Twin Otter 300,Dimonim Air,0,Minor,2018
2018-06-24,Boeing 777-346,Japan Airlines (Jal),0,None,2018
2018-06-24,Let L-410Uvp,Eagle Air (Guinea),4,Written Off,2018
2018-06-25,De Havilland Canada Dhc-6 Twin Otter 300,Trigana Air Service,0,Minor,2018
2018-06-26,Ilyushin Il-76,Islamic Republic Of Iran Air Force - Iriaf,0,Written Off,2018
2018-06-26,Learjet 60,Federal Aviation Administration - Faa,0,Substantial,2018
2018-06-26,Airbus A330-323,Asiana Airlines,0,Minor,2018
2018-06-26,Boeing 777-2B5Er,Korean Air,0,Substantial,2018
2018-06-27,Antonov An-2R,Feniks,0,Substantial,2018
2018-06-30,Airbus A330-323,American Airlines,0,None,2018
2018-06-30,Irma/Pilatus Britten-Norman Bn-2A-26 Islander,Maya Island Air,0,Substantial,2018
2018-06-30,Cessna 208 Caravan I,unknown,0,Minor,2018
2018-07-04,Cessna 208B Grand Caravan,Air Choice One,0,Substantial,2018
2018-07-05,Dornier 228-202,Gam - General Aviation Maintenance,0,Substantial,2018
2018-07-05,Cessna 208B Grand Caravan,Flex Air Charters,0,Substantial,2018
2018-07-06,Atr 72-600 (72-212A),"Tap Express, Opb White Airways",0,Substantial,2018
2018-07-09,Atr 72-600 (72-212A),Ram Express,0,Substantial,2018
2018-07-09,De Havilland Canada Dhc-3T Texas Turbine Otter,Ookpik Aviation,0,Substantial,2018
2018-07-10,De Havilland Canada Dhc-3T Vazar Turbine Otter,Taquan Air,0,Substantial,2018
2018-07-10,Convair Cv-340,Rovos Air,1,Written Off,2018
2018-07-11,Douglas Dc-3C,Air Colombia,0,Substantial,2018
2018-07-16,Boeing 737-8Eh (Wl),Gol Linhas Aéreas,0,Substantial,2018
2018-07-16,Boeing 737-8F2 (Wl),Flybondi,0,Substantial,2018
2018-07-16,Curtiss C-46F-1-Cu Commando,Everts Air Fuel,0,Substantial,2018
2018-07-20,Boeing 767-3Q8Er,Air Canada Rouge,0,None,2018
2018-07-20,Antonov An-26B,Kazairtrans Airline,0,Written Off,2018
2018-07-21,Douglas C-47B (Dc-3),"Commemorative Air Force, Highland Lakes Squadron",0,Written Off,2018
2018-07-22,Cessna 750 Citation X,Textron Inc.,0,Substantial,2018
2018-07-23,Mcdonnell Douglas Md-88,Delta Air Lines,0,None,2018
2018-07-23,Airbus A319-114,Delta Air Lines,0,None,2018
2018-07-23,Cessna 560 Citation Encore,Ozair Charter Service,0,Substantial,2018
2018-07-26,Boeing 757-204,"Sunday Airlines, Opf Scat Airlines",0,Substantial,2018
2018-07-27,Boeing 767-38Eer,Atlas Air,0,Substantial,2018
2018-07-27,Antonov An-2R,Air Kasai,5,Written Off,2018
2018-07-28,Irma/Britten-Norman Bn-2A-27 Islander,Air Taxi Vanuatu,0,Substantial,2018
2018-07-28,Britten-Norman Bn-2A-8 Islander,Unity Airlines,0,Written Off,2018
2018-07-28,Atr 72-500 (72-212A),Air Vanuatu,0,Substantial,2018
2018-07-30,Antonov An-2Sx,Private,0,Substantial,2018
2018-07-31,Boeing 757-223,American Airlines,0,Substantial,2018
2018-07-31,Embraer Erj 190Ar,Aeroméxico Connect,0,Written Off,2018
2018-08-01,Beechcraft B300 King Air 350,Atlantic Transportation Of Wilmington Llc,0,Substantial,2018
2018-08-03,Shijiazhuang Y-5B(D),Heilongjiang Kunpeng General Aviation Co.,0,Substantial,2018
2018-08-04,Junkers Ju-52/3Mg4E,Ju-Air,20,Written Off,2018
2018-08-05,Airbus A320-200,unknown,0,None,2018
2018-08-06,Airbus A321-231,Latam Airlines Brasil,0,None,2018
2018-08-07,Dassault Falcon 20D,Alliance Air Charter,0,Substantial,2018
2018-08-07,Cessna 208B Grand Caravan,Supreme Airlines,0,Substantial,2018
2018-08-09,Boeing 777-3F2Er,Thy Turkish Airlines,0,Substantial,2018
2018-08-09,Boeing 787-8 Dreamliner,Royal Air Maroc - Ram,0,Substantial,2018
2018-08-10,De Havilland Canada Dhc-8-402Q Dash 8,"Horizon Air, Opf Alaska Airlines",1,Written Off,2018
2018-08-13,Airbus A321-271N,Hawaiian Airlines,0,Substantial,2018
2018-08-13,Cessna 525 Citationjet,Vancon Holdings,1,Written Off,2018
2018-08-15,Boeing 777-367Er,Cathay Pacific Airways,0,Substantial,2018
2018-08-16,Boeing 737-85C (Wl),Xiamen Airlines,0,Substantial,2018
2018-08-19,De Havilland Canada Dhc-8-402Q Dash 8,Lc Perú,0,Substantial,2018
2018-08-19,Antonov An-2T,Ostthüringer Fallschirmsportclub - Ofc,0,Substantial,2018
2018-08-24,Boeing 757-2Q8 (Wl),Aer Lingus,0,None,2018
2018-08-25,Grumman Hu-16C Albatross,Stargazer Aero,0,Written Off,2018
2018-08-26,Harbin Y-12E,Satena,0,Substantial,2018
2018-08-26,Boeing 767-333Er (Wl),Air Canada Rouge,0,Substantial,2018
2018-08-26,Cessna 208B Grand Caravan,Bush Air Safaris,0,Substantial,2018
2018-08-27,Airbus A320-214 (Wl),Vanilla Air,0,None,2018
2018-08-28,Antonov An-2R,Air Mizia,0,Substantial,2018
2018-08-28,Airbus A320-214,Beijing Capital Airlines,0,Substantial,2018
2018-08-30,De Havilland Canada Dhc-6 Twin Otter 300,Ethiopian Air Force,18,Written Off,2018
2018-08-31,Cessna 680 Citation Sovereign,Boydak Air,0,Substantial,2018
2018-09-01,Boeing 737-8As (Wl),Utair,0,Written Off,2018
2018-09-03,Beechcraft B200 Super King Air,West Coast Aviation Services,0,Substantial,2018
2018-09-06,Boeing 757-223 (Wl),American Airlines,0,None,2018
2018-09-06,Beechcraft A100 King Air,Voar Aviação,0,Substantial,2018
2018-09-09,Let L-410Uvp,"South West Aviation, Lsf Slav-Air",20,Written Off,2018
2018-09-10,Boeing 737-823 (Wl),American Airlines,0,None,2018
2018-09-15,Boeing 777-333Er,Air Canada,0,None,2018
2018-09-15,Canadair Cl-215-6B11 (Cl-415),Government Of Newfoundland And Labrador,0,Substantial,2018
2018-09-16,Boeing 777-328Er,Air France,0,None,2018
2018-09-16,Boeing 747-428Fer,"Saudi Arabian Airlines, Lsf Act Airlines",0,Substantial,2018
2018-09-17,Ilyushin Il-20M,Russian Air Force,15,Written Off,2018
2018-09-17,Airbus A320-216,Thai Airasia,0,Substantial,2018
2018-09-18,Antonov An-2R,Sts Aviatsija,0,Substantial,2018
2018-09-18,British Aerospace Bae-125-700A,Starjet Inc.,0,Substantial,2018
2018-09-20,Embraer Emb-120Er Brasilia,Berry Aviation,0,Substantial,2018
2018-09-23,Boeing 757-224 (Wl),United Airlines,0,None,2018
2018-09-24,Honda Ha-420 Hondajet,América Latina Tecnologia Agrícola - Alta,0,Substantial,2018
2018-09-24,Airbus A340-313,Philippine Air Lines,0,Substantial,2018
2018-09-25,Beechcraft 200 Super King Air,Kalitta Charters,1,Written Off,2018
2018-09-26,Airbus A321-231 (Wl),American Airlines,0,None,2018
2018-09-27,Airbus A310-304,Air Transat,0,None,2018
2018-09-27,Cessna 208B Supervan 900,Cgg Aviation Australia,1,Written Off,2018
2018-09-27,Dassault Falcon 50,Air America Flight Services,2,Substantial,2018
2018-09-28,Airbus A320-232,Latam Airlines Brasil,0,Substantial,2018
2018-09-28,Boeing 737-8Bk (Wl),Air Niugini,1,Substantial,2018
2018-10-01,Antonov An-2T,Inversiones Moraima,0,Substantial,2018
2018-10-03,Beechcraft 1900C,"Ravn Connect, Opb Frontier Flying Service",0,Substantial,2018
2018-10-03,Antonov An-26,Al Quwwat Al-Jawwiya As-Sudaniya (Sudanese Air Force),0,Written Off,2018
2018-10-03,Antonov An-32A,Al Quwwat Al-Jawwiya As-Sudaniya (Sudanese Air Force),0,Written Off,2018
2018-10-08,Boeing 747-4D7,Thai Airways International,0,Substantial,2018
2018-10-09,Boeing 737-7H4 (Wl),Southwest Airlines,0,None,2018
2018-10-10,Cessna 208B Grand Caravan Ex,Jhonlin Air Transport,0,Substantial,2018
2018-10-10,Sukhoi Superjet 100-95B,Yakutia Airlines,0,Substantial,2018
2018-10-11,Boeing 737-7H4 (Wl),Southwest Airlines,0,None,2018
2018-10-12,Airbus A319-112,Frontier Airlines,0,None,2018
2018-10-12,Atr 72-202,Overland Airways,0,Written Off,2018
2018-10-12,Boeing 737-8Hg (Wl),Air India Express,0,Substantial,2018
2018-10-15,Boeing 737-7L9 (Wl),Southwest Airlines,0,None,2018
2018-10-15,Boeing 777-337Er,Air India,0,None,2018
2018-10-29,Boeing 737 Max 8,Lion Air,189,Written Off,2018
2018-10-31,Airbus A330-323,Delta Air Lines,0,Substantial,2018
2018-10-31,Airbus A330-203,Air France,0,Substantial,2018
2018-11-07,Boeing 747-412F,Sky Lease Cargo,0,Substantial,2018
2018-11-08,Antonov An-2R,2Nd Arkhangelsk United Aviation Division,0,Written Off,2018
2018-11-09,Lockheed C-130E Hercules,Pakistan Air Force,0,Written Off,2018
2018-11-09,Boeing 757-23N,Fly Jamaica Airways,1,Substantial,2018
2018-11-11,Embraer Erj-190Lr (Erj-190-100 Lr),Air Astana,0,Substantial,2018
2018-11-12,Hawker Siddeley Hs-125-700A,Songbird Aviation Llc,0,Substantial,2018
2018-11-15,De Havilland Canada Dhc-8-315Q Dash 8,Pal Airlines,0,Substantial,2018
2018-11-16,British Aerospace 3212 Jetstream 32,Sarpa - Servicios Aéreos Panamericanos,0,Substantial,2018
2018-11-20,Boeing 737-8Lj (Wl),Aeroflot,0,Minor,2018
2018-11-21,Fairchild Sa227-Ac Metro Iii,Perimeter Aviation,0,Substantial,2018
2018-11-22,Boeing 737-53C,Peruvian Airlines,0,Substantial,2018
2018-11-23,British Aerospace Bae-125-700A,Private,0,Missing,2018
2018-11-24,Atr 72-500 (72-212A),Pakistan International Airlines - Pia,0,Substantial,2018
2018-11-26,Cessna 525 Citation M2,Arg Ltda.,4,Written Off,2018
2018-11-30,Cessna 550 Citation Ii,"Dirt Dynamics, Inc.",0,Substantial,2018
2018-11-30,Cessna 525A Citationjet Cj2+,Estoair Llc,3,Written Off,2018
2018-12-01,Airbus A320-232 (Wl),Spirit Airlines,0,None,2018
2018-12-01,Bombardier Crj-200Lr,Psa Airlines,0,Substantial,2018
2018-12-03,Hawker 800Xp,Arrow Aviation Ltd.,0,Substantial,2018
2018-12-03,Boeing 737-823 (Wl),American Airlines,0,None,2018
2018-12-04,Boeing 767-332Er (Wl),Delta Air Lines,0,None,2018
2018-12-04,Airbus A320-214,Ellinair,0,Substantial,2018
2018-12-06,Lockheed Martin Kc-130J,United States Marine Corps,5,Written Off,2018
2018-12-08,Airbus A320-232 (Wl),Thai Smile,0,None,2018
2018-12-08,Beechcraft 200 Super King Air,Desert-Air Safaris,0,Substantial,2018
2018-12-08,Beechcraft 200 Super King Air,Unknown,0,Written Off,2018
2018-12-08,Pilatus Britten-Norman Bn-2A-20 Islander,Par-Avion,1,Written Off,2018
2018-12-10,Airbus A300B4-203 (F),Aerounion - Aerotransporte De Carga Union,0,Substantial,2018
2018-12-11,Boeing 777-333Er,Air Canada,0,Substantial,2018
2018-12-15,Learjet 35A,Med Air Llc,0,Substantial,2018
2018-12-18,Boeing 787-9 Dreamliner,Ethiopian Airlines,0,Substantial,2018
2018-12-18,Dornier 228-201,Africa'S Connection Stp,0,Substantial,2018
2018-12-20,Antonov An-26B,Gomair,7,Written Off,2018
2018-12-20,Cessna 560 Citation V,Chen Aircrafts Llc,4,Written Off,2018
2018-12-22,Pzl-Mielec M28 Skytruck,Guardia Nacional Bolivariana De Venezuela - Gnbv,0,Substantial,2018
2018-12-24,Antonov An-26B,Air Force Of The Democratic Republic Of The Congo,0,Written Off,2018
2018-12-31,Boeing 757-2B7 (Wl),American Airlines,0,Substantial,2018
